"Region","IncidentNumber","Date","Time","Location","Duration","AttendingStations","Result"
"Central","F3942892","25/03/2024","18:25:50","HENDERSON AUCKLAND",NA,"Henderson","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942913","25/03/2024","18:56:14","KERIKERI FAR NORTH DISTRICT",NA,"Kerikeri","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942942","25/03/2024","19:28:15","DEVONPORT AUCKLAND",NA,"Devonport","1100: STRUCTURE FIRE (STRU)"
"Central","F3942950","25/03/2024","19:39:16","PUKEHINA WESTERN BAY OF PLENTY DISTRICT",NA,"Pukehina, Maketu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3942957","25/03/2024","19:59:54","OTAHUHU AUCKLAND",NA,"Otahuhu","7100: FALSE ALARM (STRU)"
"Central","F3942960","25/03/2024","20:10:22","AUCKLAND CENTRAL AUCKLAND",NA,"Parnell, Auckland City, Grey Lynn","7100: FALSE ALARM (STRU)"
"Central","F3942969","25/03/2024","20:16:18","RUAWAI KAIPARA DISTRICT",NA,"Ruawai","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942970","25/03/2024","20:18:11","OMOKOROA WESTERN BAY OF PLENTY DISTRICT",NA,"Omokoroa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942973","25/03/2024","20:25:49","ONEHUNGA AUCKLAND",NA,"Onehunga","7100: FALSE ALARM (STRU)"
"Central","F3942974","25/03/2024","20:29:20","AUCKLAND CENTRAL AUCKLAND",NA,"Parnell, Grey Lynn, Auckland City","7100: FALSE ALARM (STRU)"
"Central","F3942985","25/03/2024","21:06:23","NAWTON HAMILTON CITY",NA,"Te Rapa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942986","25/03/2024","21:14:41","ROTORUA ROTORUA DISTRICT",NA,"Rotorua","7100: FALSE ALARM (STRU)"
"Central","F3942987","25/03/2024","21:20:27","FRANKTON HAMILTON CITY",NA,"Hamilton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942988","25/03/2024","21:19:40","MANUREWA AUCKLAND",NA,"Manurewa","1500: MISCELLANEOUS FIRE (STRU)"
"Central","F3942989","25/03/2024","21:18:04","WARKWORTH AUCKLAND",NA,"Warkworth","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942990","25/03/2024","21:22:11","SANDRINGHAM AUCKLAND",NA,"Balmoral","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"Central","F3942992","25/03/2024","21:32:40","RUAWAI KAIPARA DISTRICT",NA,"Ruawai","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"Central","F3942999","25/03/2024","22:12:04","RED BEACH AUCKLAND",NA,"Silverdale","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3943003","25/03/2024","22:18:43","GOODWOOD HEIGHTS AUCKLAND",NA,"Papatoetoe","7100: FALSE ALARM (STRU)"
"Central","F3943017","25/03/2024","23:16:07","PENROSE AUCKLAND",NA,"Ellerslie","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3943019","25/03/2024","23:23:21","ALGIES BAY AUCKLAND",NA,"Mahurangi East","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3943020","25/03/2024","23:23:25","OTAHUHU AUCKLAND",NA,"Otahuhu","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942309","25/03/2024","00:10:25","KARAMU HASTINGS DISTRICT",NA,"Hastings","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3942331","25/03/2024","03:49:32","NEW PLYMOUTH NEW PLYMOUTH DISTRICT",NA,"New Plymouth","7100: FALSE ALARM (STRU)"
"Central","F3942334","25/03/2024","04:26:47","HAVELOCK NORTH HASTINGS DISTRICT",NA,"Havelock North","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"Central","F3942341","25/03/2024","05:52:51","WAINUIOMATA LOWER HUTT CITY",NA,"Wainuiomata","7100: FALSE ALARM (STRU)"
"Central","F3942343","25/03/2024","06:20:26","GREENMEADOWS NAPIER CITY",NA,"Napier","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942356","25/03/2024","07:03:36","PARAPARAUMU KAPITI COAST DISTRICT",NA,"Paraparaumu","7100: FALSE ALARM (STRU)"
"Central","F3942361","25/03/2024","07:13:46","NEW PLYMOUTH NEW PLYMOUTH DISTRICT",NA,"New Plymouth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942365","25/03/2024","07:39:29","HAWERA SOUTH TARANAKI DISTRICT",NA,"Hawera","7100: FALSE ALARM (STRU)"
"Central","F3942385","25/03/2024","08:09:25","KOROKORO LOWER HUTT CITY",NA,"Seaview, Johnsonville, Avalon","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC)"
"Central","F3942397","25/03/2024","08:25:44","PARAPARAUMU BEACH KAPITI COAST DISTRICT",NA,"Paraparaumu","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (EXERCISE)"
"Central","F3942431","25/03/2024","08:51:58","NORMANBY SOUTH TARANAKI DISTRICT",NA,"Hawera, Okaiawa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942437","25/03/2024","08:59:04","PORAITI NAPIER CITY",NA,"Napier","7100: FALSE ALARM (STRU)"
"Central","F3942480","25/03/2024","09:49:53","DURIE HILL WHANGANUI DISTRICT",NA,"Whanganui","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942519","25/03/2024","10:36:53","HAWERA SOUTH TARANAKI DISTRICT",NA,"Hawera","7100: FALSE ALARM (STRU)"
"Central","F3942520","25/03/2024","10:37:16","MARTINBOROUGH SOUTH WAIRARAPA DISTRICT",NA,"Martinborough","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942546","25/03/2024","10:59:02","BELMONT LOWER HUTT CITY",NA,"Avalon","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942548","25/03/2024","11:02:24","TOKOMARU BAY GISBORNE DISTRICT",NA,"Tokomaru Bay","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942571","25/03/2024","11:25:56","KARORI WELLINGTON CITY",NA,"Karori","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942590","25/03/2024","11:42:24","NUHAKA WAIROA DISTRICT",NA,"Nuhaka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942602","25/03/2024","11:50:24","NGAURANGA WELLINGTON CITY",NA,"Johnsonville, Thorndon, Newlands, Wellington City, Karori","7100: FALSE ALARM (STRU)"
"Central","F3942618","25/03/2024","12:04:57","SILVERSTREAM UPPER HUTT CITY",NA,"Trentham, Remutaka","7100: FALSE ALARM (STRU)"
"Central","F3942620","25/03/2024","12:05:06","MARAEKAKAHO HASTINGS DISTRICT",NA,"Maraekakaho, Hastings","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942653","25/03/2024","12:46:53","BERHAMPORE WELLINGTON CITY",NA,"Newtown","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942691","25/03/2024","13:09:38","EGMONT VILLAGE NEW PLYMOUTH DISTRICT",NA,"New Plymouth","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"Central","F3942711","25/03/2024","13:33:15","NEWTOWN WELLINGTON CITY",NA,"Newtown, Wellington City, Brooklyn","7100: FALSE ALARM (STRU)"
"Central","F3942733","25/03/2024","13:59:25","FEILDING MANAWATU DISTRICT",NA,"Feilding","7100: FALSE ALARM (STRU)"
"Central","F3942739","25/03/2024","14:01:44","KELBURN WELLINGTON CITY",NA,"Thorndon, Wellington City, Karori","7100: FALSE ALARM (STRU)"
"Central","F3942752","25/03/2024","14:18:23","INGLEWOOD NEW PLYMOUTH DISTRICT",NA,"Inglewood","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942754","25/03/2024","14:26:58","UPPER HUTT CENTRAL UPPER HUTT CITY",NA,"Remutaka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942784","25/03/2024","15:06:05","KORU NEW PLYMOUTH DISTRICT",NA,"Oakura, New Plymouth","7100: FALSE ALARM (STRU)"
"Central","F3942822","25/03/2024","16:17:13","TARADALE NAPIER CITY",NA,"Taradale, Napier","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942826","25/03/2024","16:21:15","MANGAPAPA GISBORNE DISTRICT",NA,"Gisborne","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942828","25/03/2024","16:26:57","KAITOKE WHANGANUI DISTRICT",NA,"Whanganui","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942851","25/03/2024","16:56:05","NGAERE STRATFORD DISTRICT",NA,"Eltham, Stratford","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3942859","25/03/2024","17:22:17","MAREWA NAPIER CITY",NA,"Napier","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942860","25/03/2024","17:25:20","MARTINBOROUGH SOUTH WAIRARAPA DISTRICT",NA,"Martinborough, Greytown","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3942865","25/03/2024","17:35:22","FEILDING MANAWATU DISTRICT",NA,"Feilding","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942874","25/03/2024","17:50:40","MATAWHERO GISBORNE DISTRICT",NA,"Gisborne","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942893","25/03/2024","18:26:05","FITZHERBERT PALMERSTON NORTH CITY",NA,"Palmerston North","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942898","25/03/2024","18:38:23","TE ARO WELLINGTON CITY",NA,"Wellington City, Thorndon, Brooklyn","7100: FALSE ALARM (STRU)"
"Central","F3942900","25/03/2024","18:43:08","FITZROY NEW PLYMOUTH DISTRICT",NA,"New Plymouth","7100: FALSE ALARM (STRU)"
"Central","F3942910","25/03/2024","18:55:31","PONATAHI CARTERTON DISTRICT",NA,"Greytown","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"Central","F3942917","25/03/2024","18:58:36","SOLWAY MASTERTON DISTRICT",NA,"Masterton","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU)"
"Central","F3942928","25/03/2024","19:03:58","BROWN OWL UPPER HUTT CITY",NA,"Remutaka","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942935","25/03/2024","19:19:23","FEILDING MANAWATU DISTRICT",NA,"Feilding, Manawatu","1300: VEGETATION FIRE (VEG)"
"Central","F3942949","25/03/2024","19:37:36","SPRINGVALE WHANGANUI DISTRICT",NA,"Whanganui","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942951","25/03/2024","19:40:49","PALMERSTON NORTH PALMERSTON NORTH CITY",NA,"Palmerston North","7100: FALSE ALARM (STRU)"
"Central","F3942968","25/03/2024","20:15:06","WHANGANUI WHANGANUI DISTRICT",NA,"Whanganui","7100: FALSE ALARM (MIN)"
"Central","F3942984","25/03/2024","21:03:05","PONGAROA TARARUA DISTRICT",NA,"Pongaroa","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942997","25/03/2024","22:04:54","NAPIER SOUTH NAPIER CITY",NA,"Napier","7100: FALSE ALARM (STRU)"
"Central","F3942998","25/03/2024","22:10:13","BOULCOTT LOWER HUTT CITY",NA,"Avalon","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3943005","25/03/2024","22:29:11","WAINUIOMATA LOWER HUTT CITY",NA,"Wainuiomata","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3943016","25/03/2024","23:14:22","RAUMATI BEACH KAPITI COAST DISTRICT",NA,"Paraparaumu","7100: FALSE ALARM (STRU)"
"Central","F3943021","25/03/2024","23:24:38","MASTERTON MASTERTON DISTRICT",NA,"Masterton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942311","25/03/2024","00:22:38","LORNEVILLE INVERCARGILL CITY",NA,"Invercargill, Kingswell","7100: FALSE ALARM (STRU)"
"Central","F3942314","25/03/2024","00:33:14","ILAM CHRISTCHURCH CITY",NA,"Ilam, Spreydon, Christchurch City","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942321","25/03/2024","01:21:58","LORNEVILLE INVERCARGILL CITY",NA,"Invercargill","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942323","25/03/2024","02:15:40","CHRISTCHURCH AIRPORT CHRISTCHURCH CITY",NA,"Christchurch Airport, Ilam, Redwood","7100: FALSE ALARM (STRU)"
"Central","F3942327","25/03/2024","03:22:14","BLACKBALL GREY DISTRICT",NA,"Blackball","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN)"
"Central","F3942333","25/03/2024","04:07:12","MORNINGTON DUNEDIN CITY",NA,"Lookout Point","7100: FALSE ALARM (MIN)"
"Central","F3942335","25/03/2024","04:45:12","SPRINGLANDS MARLBOROUGH DISTRICT",NA,"Blenheim","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942338","25/03/2024","04:57:55","PHILLIPSTOWN CHRISTCHURCH CITY",NA,"Christchurch City","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942339","25/03/2024","05:33:36","CHRISTCHURCH AIRPORT CHRISTCHURCH CITY",NA,"Christchurch Airport, Redwood, Ilam","7100: FALSE ALARM (STRU)"
"Central","F3942348","25/03/2024","06:41:04","INVERCARGILL AIRPORT INVERCARGILL CITY",NA,"Invercargill, Wallacetown","1100: STRUCTURE FIRE (STRU)"
"Central","F3942351","25/03/2024","06:49:31","NORTH DUNEDIN DUNEDIN CITY",NA,"Willowbank, Dunedin","1500: MISCELLANEOUS FIRE (STRU)"
"Central","F3942367","25/03/2024","07:42:34","RAKAIA ASHBURTON DISTRICT",NA,"Rakaia","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942411","25/03/2024","08:34:45","ADDINGTON CHRISTCHURCH CITY",NA,"Spreydon, Christchurch City","7100: FALSE ALARM (STRU)"
"Central","F3942413","25/03/2024","08:37:17","CHRISTCHURCH CENTRAL CHRISTCHURCH CITY",NA,"Christchurch City","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (EXERCISE)"
"Central","F3942434","25/03/2024","08:55:15","MILFORD SOUND SOUTHLAND DISTRICT",NA,"Milford Sound","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942476","25/03/2024","09:47:20","TEMPLETON CHRISTCHURCH CITY",NA,"Spreydon, Wigram","7100: FALSE ALARM (STRU)"
"Central","F3942479","25/03/2024","09:49:14","LIBERTON DUNEDIN CITY",NA,"Dunedin, Willowbank","7100: FALSE ALARM (STRU)"
"Central","F3942506","25/03/2024","10:21:13","HEI HEI CHRISTCHURCH CITY",NA,"Wigram, Ilam","7100: FALSE ALARM (STRU)"
"Central","F3942513","25/03/2024","10:30:21","TIMARU TIMARU DISTRICT",NA,"Timaru, Washdyke","7100: FALSE ALARM (STRU)"
"Central","F3942579","25/03/2024","11:31:40","WESTLAND NATIONAL PARK WESTLAND DISTRICT",NA,"Fox Glacier","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"Central","F3942631","25/03/2024","12:13:50","BURWOOD CHRISTCHURCH CITY",NA,"Anzac","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"Central","F3942657","25/03/2024","12:52:03","TAIERI BEACH CLUTHA DISTRICT",NA,"Waihola, Milton, Brighton","1100: STRUCTURE FIRE (STRU)"
"Central","F3942662","25/03/2024","12:53:19","BEXLEY CHRISTCHURCH CITY",NA,"Woolston","1300: VEGETATION FIRE (VEG)"
"Central","F3942702","25/03/2024","13:22:25","MAORI HILL TIMARU DISTRICT",NA,"Timaru, Washdyke","7100: FALSE ALARM (STRU)"
"Central","F3942713","25/03/2024","13:33:17","IKAMATUA BULLER DISTRICT",NA,"Ikamatua, Reefton","1100: STRUCTURE FIRE (STRU)"
"Central","F3942721","25/03/2024","13:38:46","ISLINGTON CHRISTCHURCH CITY",NA,"Wigram, Ilam","1100: STRUCTURE FIRE (STRU)"
"Central","F3942736","25/03/2024","13:59:12","ADDINGTON CHRISTCHURCH CITY",NA,"Spreydon","7100: FALSE ALARM (MIN)"
"Central","F3942791","25/03/2024","15:13:06","ROLLESTON SELWYN DISTRICT",NA,"Rolleston","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942803","25/03/2024","15:27:38","LINCOLN SELWYN DISTRICT",NA,"Lincoln","7100: FALSE ALARM (MIN)"
"Central","F3942820","25/03/2024","16:16:52","HOKITIKA WESTLAND DISTRICT",NA,"Hokitika","7100: FALSE ALARM (STRU)"
"Central","F3942849","25/03/2024","16:55:49","WAKARI DUNEDIN CITY",NA,"Roslyn, Dunedin, Willowbank","1100: STRUCTURE FIRE (STRU)"
"Central","F3942869","25/03/2024","17:43:14","NELSON NELSON CITY",NA,"Nelson","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"Central","F3942887","25/03/2024","18:20:39","AVONHEAD CHRISTCHURCH CITY",NA,"Ilam","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3942918","25/03/2024","18:59:34","AIDANFIELD CHRISTCHURCH CITY",NA,"Wigram, Spreydon","7100: FALSE ALARM (SPRNKLR)"
"Central","F3942936","25/03/2024","19:20:08","GOLDEN DOWNS TASMAN DISTRICT",NA,"Tapawera, Wakefield","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3942943","25/03/2024","19:32:01","WAKEFIELD TASMAN DISTRICT",NA,"Wakefield","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942944","25/03/2024","19:32:02","PICTON MARLBOROUGH DISTRICT",NA,"Picton","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"Central","F3942958","25/03/2024","20:00:26","NELSON SOUTH NELSON CITY",NA,"Nelson","7100: FALSE ALARM (STRU)"
"Central","F3942959","25/03/2024","20:09:18","WAKEFIELD TASMAN DISTRICT",NA,"Wakefield","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3942966","25/03/2024","20:13:49","NIGHTCAPS SOUTHLAND DISTRICT",NA,"Nightcaps","7100: FALSE ALARM (STRU)"
"Central","F3942979","25/03/2024","20:42:36","DEBORAH BAY DUNEDIN CITY",NA,"Port Chalmers","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)"
"Central","F3942981","25/03/2024","20:51:50","MOTUEKA TASMAN DISTRICT",NA,"Motueka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3942996","25/03/2024","21:54:57","MAIREHAU CHRISTCHURCH CITY",NA,"Christchurch City","1300: VEGETATION FIRE (VEG)"
"Central","F3943006","25/03/2024","22:38:26","KYEBURN CENTRAL OTAGO DISTRICT",NA,"Naseby","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"Central","F3943011","25/03/2024","22:50:37","FOX GLACIER WESTLAND DISTRICT",NA,"Fox Glacier","7100: FALSE ALARM (STRU)"
"Central","F3943015","25/03/2024","23:08:58","ADDINGTON CHRISTCHURCH CITY",NA,"Spreydon, Ilam","7100: FALSE ALARM (STRU)"
"Central","F3943018","25/03/2024","23:16:56","APPLEBY INVERCARGILL CITY",NA,"Kingswell, Invercargill","1100: STRUCTURE FIRE (STRU)"
"Central","F3943023","25/03/2024","23:43:14","SOUTH DUNEDIN DUNEDIN CITY",NA,"St Kilda","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"Central","F3946149","31/03/2024","00:11:38","MAMAKU ROTORUA DISTRICT",NA,"Mamaku","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3946150","31/03/2024","00:13:42","MARAETAI AUCKLAND",NA,"Beachlands","9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC)"
"Central","F3946157","31/03/2024","00:41:17","EAST TAMAKI AUCKLAND",NA,"Otara, Otahuhu","7100: FALSE ALARM (SPRNKLR)"
"Central","F3946158","31/03/2024","00:49:37","HILLCREST AUCKLAND",NA,"Takapuna, Albany, Auckland City, Devonport, Birkenhead, East Coast Bays","1100: STRUCTURE FIRE (STRU)"
"Central","F3946160","31/03/2024","01:09:38","WESTGATE AUCKLAND",NA,"West Harbour","7100: FALSE ALARM (STRU)"
"Central","F3946162","31/03/2024","01:15:03","TAKANINI AUCKLAND",NA,"Manurewa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3946164","31/03/2024","01:22:57","NEW WINDSOR AUCKLAND",NA,"Mount Roskill","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3946165","31/03/2024","01:30:26","ONERAHI WHANGAREI DISTRICT",NA,"Whangarei, Onerahi","7100: FALSE ALARM (MIN)"
"Central","F3946166","31/03/2024","01:31:20","MANUREWA AUCKLAND",NA,"Manurewa, Papatoetoe","1100: STRUCTURE FIRE (STRU)"
"Central","F3946175","31/03/2024","02:37:01","KINLOCH TAUPO DISTRICT",NA,"Kinloch, Taupo","1100: STRUCTURE FIRE (STRU)"
"Central","F3946182","31/03/2024","04:33:35","PARNELL AUCKLAND",NA,"Parnell, Auckland City","7100: FALSE ALARM (SPRNKLR)"
"Central","F3946186","31/03/2024","05:06:28","PATAUA SOUTH WHANGAREI DISTRICT",NA,"Whangarei Heads","1500: MISCELLANEOUS FIRE (VEG)"
"Central","F3946188","31/03/2024","05:06:59","WHAKAREWAREWA ROTORUA DISTRICT",NA,"Rotorua","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3946189","31/03/2024","05:09:28","OWHATA ROTORUA DISTRICT",NA,"Rotorua","7100: FALSE ALARM (STRU)"
"Central","F3946191","31/03/2024","05:12:59","PAPATOETOE AUCKLAND",NA,"Papatoetoe","7100: FALSE ALARM (STRU)"
"Central","F3946198","31/03/2024","05:55:31","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City, Parnell","7100: FALSE ALARM (SPRNKLR)"
"Central","F3946206","31/03/2024","06:43:10","EPSOM AUCKLAND",NA,"Remuera, Auckland City","7100: FALSE ALARM (SPRNKLR)"
"Central","F3946208","31/03/2024","06:54:16","TE AROHA MATAMATA-PIAKO DISTRICT",NA,"Te Aroha","7100: FALSE ALARM (STRU)"
"Central","F3946209","31/03/2024","06:58:44","MANGERE AUCKLAND",NA,"Mangere, Papatoetoe","7100: FALSE ALARM (STRU)"
"Central","F3946217","31/03/2024","07:18:26","DARGAVILLE KAIPARA DISTRICT",NA,"Dargaville","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3946218","31/03/2024","07:19:45","TOTARA VALE AUCKLAND",NA,"Albany, Birkenhead","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"Central","F3946219","31/03/2024","07:21:59","WHANGAREI WHANGAREI DISTRICT",NA,"Whangarei","7100: FALSE ALARM (STRU)"
"Central","F3946221","31/03/2024","07:25:55","COASTLANDS WHAKATANE DISTRICT",NA,"Whakatane","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"Central","F3946223","31/03/2024","07:31:48","OPAHEKE AUCKLAND",NA,"Papakura","1500: MISCELLANEOUS FIRE (VEG)"
"Central","F3946236","31/03/2024","08:00:45","KUMEU AUCKLAND",NA,"Kumeu, RNZAF Base Auckland F5204","7100: FALSE ALARM (SPRNKLR)"
"Central","F3946247","31/03/2024","08:13:57","HIKUTAIA THAMES-COROMANDEL DISTRICT",NA,"Puriri, Paeroa","7100: FALSE ALARM (STRU)"
"Central","F3946249","31/03/2024","08:12:39","COOKS BEACH THAMES-COROMANDEL DISTRICT",NA,"Cooks Beach, Hahei","1300: VEGETATION FIRE (VEG)"
"Central","F3946251","31/03/2024","08:19:12","PAPATOETOE AUCKLAND",NA,"Papatoetoe","7100: FALSE ALARM (STRU)"
"Central","F3946253","31/03/2024","08:21:40","DESERT ROAD TAUPO DISTRICT",NA,"Turangi, Waiouru C364","7100: FALSE ALARM (MVCRESC)"
"Central","F3946268","31/03/2024","08:53:02","AUCKLAND CENTRAL AUCKLAND",NA,"Auckland City","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3946269","31/03/2024","08:55:05","TIROHANGA OPOTIKI DISTRICT",NA,"Opotiki","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCHEVY)"
"Central","F3946270","31/03/2024","08:54:02","WAHAROA MATAMATA-PIAKO DISTRICT",NA,"Matamata","1100: STRUCTURE FIRE (STRU)"
"Central","F3946278","31/03/2024","09:02:58","KUMEU AUCKLAND",NA,"Kumeu","1300: VEGETATION FIRE (VEG)"
"Central","F3946282","31/03/2024","09:08:19","EPSOM AUCKLAND",NA,"Remuera, Ellerslie, Parnell","7100: FALSE ALARM (STRU)"
"Central","F3946283","31/03/2024","09:08:27","HENDERSON AUCKLAND",NA,"Henderson","7100: FALSE ALARM (STRU)"
"Central","F3946289","31/03/2024","09:19:05","TE KAHA OPOTIKI DISTRICT",NA,"Waihau Bay, Opotiki, Eastern Bay","1300: VEGETATION FIRE (VEG)"
"Central","F3946311","31/03/2024","09:53:47","GLENFIELD AUCKLAND",NA,"Takapuna","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)"
"Central","F3946316","31/03/2024","10:08:12","FAIRFIELD HAMILTON CITY",NA,"Chartwell, Hamilton","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)"
"Central","F3946322","31/03/2024","10:19:56","MANUKAU AUCKLAND",NA,"Papatoetoe","7100: FALSE ALARM (STRU)"
"Central","F3946333","31/03/2024","10:29:35","BLOCKHOUSE BAY AUCKLAND",NA,"Avondale","7100: FALSE ALARM (STRU)"
"Central","F3946344","31/03/2024","10:45:47","REMUERA AUCKLAND",NA,"Remuera, Parnell, Ellerslie","7100: FALSE ALARM (STRU)"
"Central","F3946350","31/03/2024","10:53:25","GLEN INNES AUCKLAND",NA,"Mount Wellington, Saint Heliers","7100: FALSE ALARM (STRU)"
"Central","F3946351","31/03/2024","10:53:35","ARAPUNI SOUTH WAIKATO DISTRICT",NA,"Putaruru","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)"
"Central","F3946370","31/03/2024","11:19:13","PALM BEACH AUCKLAND",NA,"Oneroa","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)"
"Central","F3946377","31/03/2024","11:36:03","NGATEA HAURAKI DISTRICT",NA,"Ngatea","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)"
"Central","F3946380","31/03/2024","11:45:17","ROTORUA ROTORUA DISTRICT",NA,"Rotorua","7100: FALSE ALARM (STRU)"
"Central","F3946381","31/03/2024","11:45:13","MOUNT WELLINGTON AUCKLAND",NA,"Mount Wellington","1500: MISCELLANEOUS FIRE (MIN)"
"Central","F3946397","31/03/2024","12:02:56","WARKWORTH AUCKLAND",NA,"Warkworth","7100: FALSE ALARM (STRU)"
"Central","F3946398","31/03/2024","12:04:44","ROTORUA ROTORUA DISTRICT",NA,"Rotorua","7100: FALSE ALARM (STRU)"
"Central","F3946403","31/03/2024","12:15:10","MURIWAI AUCKLAND",NA,"Muriwai, Kumeu","1500: MISCELLANEOUS FIRE (VEG)"
